ItemNumber,StoreNumber,CurrentPrice,Approval,Strategy
1491,10,9.99,Approved,B
1791,6,50.99,Approved,B
1791,10,44.99,Approved,B
917,6,99.99,Approved,A
436,10,8.29,Approved,B
748,6,32.99,Approved,A
748,10,27.99,Approved,A
1459,6,8.49,Approved,B
1112,6,16.99,Approved,B
1513,6,31.99,Approved,D
1513,10,32.99,Approved,D
1514,6,19.99,Approved,A
264,5,9.99,Approved,A
273,6,10.99,Approved,C
1639,6,35.99,Approved,D
1639,10,35.99,Approved,D
485,6,9.29,Approved,A
485,10,9.99,Approved,A
1170,6,4.79,Approved,B
785,10,74.99,Approved,A
723,6,11.49,Approved,B
1084,6,9.49,Approved,A
611,5,17.49,Approved,C
1144,6,76.99,Approved,B
1061,6,69.99,Approved,A
1061,10,69.99,Approved,A
1696,6,67.99,Approved,C
1696,10,89.99,Approved,C
1217,5,8.99,Approved,A
386,6,15.99,Approved,A
684,5,84.99,Approved,A
923,6,11.99,Approved,B
219,5,7.99,Approved,A
1214,6,15.99,Approved,A
496,6,49.99,Approved,C
1336,6,9.49,Approved,A
864,5,9.99,Approved,B
867,6,11.99,Approved,D
867,10,12.99,Approved,D
1373,6,11.29,Approved,C
43,6,20.99,Approved,A
793,6,51.99,Approved,B
1345,6,9.99,Approved,B
200,5,6.99,Approved,B
204,6,6.99,Approved,A
694,6,9.29,Approved,B
694,10,6.49,Approved,B
1656,5,7.99,Approved,B
1345,4,8.79,Approved,B
1827,2,8.49,Approved,B
1827,3,8.49,Approved,B
1827,1,8.49,Approved,B
1827,4,8.49,Approved,B
1827,5,9.49,Approved,B
651,3,31.99,Approved,D
651,4,31.99,Approved,D
1421,3,89.99,Approved,A
1421,4,89.99,Approved,A
1421,1,89.99,Approved,A
1421,2,89.99,Approved,A
719,3,10.99,Approved,C
719,4,10.99,Approved,C
719,2,10.99,Approved,C
886,4,18.99,Approved,D
886,2,18.99,Approved,D
567,4,8.49,Approved,B
567,5,10.99,Approved,B
566,4,8.49,Approved,C
566,5,10.49,Approved,C
966,3,8.99,Approved,B
966,2,8.99,Approved,B
966,10,9.49,Approved,B
1963,4,4.99,Approved,A
1963,3,4.99,Approved,A
1963,1,4.99,Approved,A
1962,2,8.99,Approved,A
1962,4,8.99,Approved,A
1962,3,8.99,Approved,A
1962,1,8.99,Approved,A
1962,5,8.99,Approved,A
1731,4,7.99,Approved,B
1731,2,7.99,Approved,B
1731,3,7.99,Approved,B
1731,10,8.99,Approved,B
1734,3,7.99,Approved,C
1732,1,7.99,Approved,A
1732,4,7.99,Approved,A
1732,2,7.99,Approved,A
197,4,9.49,Approved,A
197,2,9.49,Approved,A
197,3,9.49,Approved,A
433,2,18.99,Approved,B
433,4,18.99,Approved,B
433,3,18.99,Approved,B
433,1,18.99,Approved,B
433,5,19.99,Approved,B
489,1,17.99,Approved,B
489,4,17.99,Approved,B
489,3,17.99,Approved,B
489,5,13.49,Approved,B
430,1,9.49,Approved,C
430,4,9.49,Approved,C
430,3,9.49,Approved,C
430,2,9.49,Approved,C
430,5,8.99,Approved,C
1759,5,8.79,Approved,B
1663,4,34.99,Approved,B
1663,2,34.99,Approved,B
1663,5,36.49,Approved,B
1665,4,17.99,Approved,A
1665,3,17.99,Approved,A
1665,2,17.99,Approved,A
729,2,7.49,Approved,B
729,4,7.49,Approved,B
729,5,8.29,Approved,B
993,3,87.99,Approved,D
993,1,87.99,Approved,D
993,4,87.99,Approved,D
572,1,11.99,Approved,B
572,4,11.99,Approved,B
572,3,11.99,Approved,B
572,2,11.99,Approved,B
572,5,11.99,Approved,B
581,3,17.99,Approved,D
581,4,17.99,Approved,D
581,1,17.99,Approved,D
219,4,7.79,Approved,A
219,2,7.79,Approved,A
219,1,7.79,Approved,A
219,10,7.99,Approved,A
1214,1,15.99,Approved,A
1214,5,15.99,Approved,A
67,1,109.99,Approved,A
67,4,109.99,Approved,A
67,3,109.99,Approved,A
67,10,109.99,Approved,A
83,2,6.49,Approved,A
83,3,6.49,Approved,A
83,4,6.49,Approved,A
1424,2,39.99,Approved,A
1424,3,39.99,Approved,A
1424,1,39.99,Approved,A
1424,10,42.99,Approved,A
218,1,3.99,Approved,A
218,2,3.99,Approved,A
217,4,8.49,Approved,A
217,2,8.49,Approved,A
217,5,9.29,Approved,A
272,1,7.99,Approved,C
272,4,7.99,Approved,C
272,10,8.99,Approved,C
857,1,26.99,Approved,B
857,4,26.99,Approved,B
857,3,26.99,Approved,B
857,5,32.99,Approved,B
1718,3,33.49,Approved,B
1718,1,33.49,Approved,B
1718,2,33.49,Approved,B
1378,2,47.99,Approved,A
1378,1,47.99,Approved,A
1378,4,47.99,Approved,A
1378,5,49.99,Approved,A
1921,10,29.99,Approved,D
1249,1,16.99,Approved,B
1249,2,16.99,Approved,B
1249,3,16.99,Approved,B
1249,10,15.49,Approved,B
1800,5,15.49,Approved,B
1797,5,15.49,Approved,C
707,2,8.79,Approved,A
707,3,8.79,Approved,A
707,1,8.79,Approved,A
707,4,8.79,Approved,A
819,1,14.99,Approved,B
819,3,14.99,Approved,B
829,1,14.99,Approved,B
829,4,14.99,Approved,B
829,3,14.99,Approved,B
1073,4,13.69,Approved,A
1073,3,13.69,Approved,A
1073,1,13.69,Approved,A
1073,5,15.99,Approved,A
1071,2,7.99,Approved,A
1071,3,7.99,Approved,A
1071,1,7.99,Approved,A
1071,4,7.99,Approved,A
1081,4,8.99,Approved,A
1081,2,8.99,Approved,A
1081,5,9.49,Approved,A
1563,1,8.99,Approved,D
1563,4,8.99,Approved,D
1563,2,8.99,Approved,D
1912,4,10.49,Approved,B
1912,2,10.49,Approved,B
1912,3,10.49,Approved,B
1912,1,10.49,Approved,B
1912,5,10.99,Approved,B
525,2,7.29,Approved,C
525,1,7.29,Approved,C
525,5,7.49,Approved,C
1250,1,9.99,Approved,B
1250,4,9.99,Approved,B
1601,3,5.99,Approved,B
1601,1,5.99,Approved,B
1601,4,5.99,Approved,B
1601,5,6.29,Approved,B
1154,4,9.99,Approved,A
1154,2,9.99,Approved,A
1716,3,22.99,Approved,C
1716,4,22.99,Approved,C
1716,2,22.99,Approved,C
1716,5,20.99,Approved,C
1180,5,13.49,Approved,B
431,4,7.29,Approved,B
431,2,7.29,Approved,B
431,3,7.29,Approved,B
431,1,7.29,Approved,B
431,10,7.99,Approved,B
492,3,8.99,Approved,B
492,2,8.99,Approved,B
492,10,8.29,Approved,B
511,1,7.99,Approved,A
511,4,7.99,Approved,A
511,3,7.99,Approved,A
511,5,8.49,Approved,A
751,3,9.99,Approved,B
751,1,9.99,Approved,B
751,4,9.99,Approved,B
901,3,7.99,Approved,B
901,5,6.99,Approved,B
865,1,6.99,Approved,B
865,4,6.99,Approved,B
865,2,6.99,Approved,B
865,5,6.49,Approved,B
1291,2,7.29,Approved,A
1291,3,7.29,Approved,A
1291,1,7.29,Approved,A
1291,5,7.79,Approved,A
1410,1,7.99,Approved,B
1410,2,7.99,Approved,B
1410,4,7.99,Approved,B
1410,10,7.99,Approved,B
1354,3,19.99,Approved,C
1354,2,19.99,Approved,C
121,4,7.99,Approved,D
121,5,6.99,Approved,D
1076,3,23.49,Approved,C
1076,4,23.49,Approved,C
1076,2,23.49,Approved,C
1076,5,22.49,Approved,C
1909,2,15.49,Approved,A
1909,3,15.49,Approved,A
1909,4,15.49,Approved,A
1909,5,15.49,Approved,A
1558,1,77.99,Approved,B
1558,3,77.99,Approved,B
1558,4,77.99,Approved,B
1558,5,69.99,Approved,B
644,3,18.99,Approved,A
644,4,18.99,Approved,A
1698,1,34.99,Approved,B
1698,4,34.99,Approved,B
1724,4,18.99,Approved,A
1724,2,18.99,Approved,A
889,3,5.99,Approved,C
889,4,5.99,Approved,C
889,10,6.99,Approved,C
1062,1,49.99,Approved,A
1062,4,49.99,Approved,A
1062,5,51.99,Approved,A
1704,3,26.99,Approved,B
1704,1,26.99,Approved,B
1704,2,26.99,Approved,B
1668,3,41.99,Approved,B
1668,4,41.99,Approved,B
1668,10,39.99,Approved,B
1752,7,6.49,Approved,B
1752,8,6.49,Approved,B
1752,9,6.49,Approved,B
766,1,46.99,Approved,C
766,3,46.99,Approved,C
1628,1,39.99,Approved,A
1628,4,39.99,Approved,A
726,3,22.49,Approved,A
726,1,22.49,Approved,A
726,2,22.49,Approved,A
726,4,22.49,Approved,A
726,5,26.99,Approved,A
851,1,16.99,Approved,C
851,3,16.99,Approved,C
1852,2,4.99,Approved,B
573,5,7.29,Approved,A
1441,2,29.99,Approved,A
1441,4,29.99,Approved,A
1441,1,29.99,Approved,A
183,1,21.99,Approved,A
183,4,21.99,Approved,A
172,2,10.99,Approved,A
172,3,10.99,Approved,A
172,4,10.99,Approved,A
172,10,12.49,Approved,A
1199,2,13.99,Approved,C
1199,4,13.99,Approved,C
1199,3,13.99,Approved,C
1199,1,13.99,Approved,C
992,2,26.99,Approved,B
992,3,26.99,Approved,B
992,4,26.99,Approved,B
345,1,19.99,Approved,A
345,2,19.99,Approved,A
345,4,19.99,Approved,A
1425,1,20.49,Approved,C
1425,4,20.49,Approved,C
1913,2,15.99,Approved,C
1913,1,15.99,Approved,C
1913,3,15.99,Approved,C
1913,4,15.99,Approved,C
1913,5,18.99,Approved,C
1235,4,8.49,Approved,B
1235,5,9.99,Approved,B
1891,3,56.99,Approved,B
1891,4,56.99,Approved,B
1891,2,56.99,Approved,B
1154,7,9.99,Approved,A
1154,9,9.99,Approved,A
1154,8,9.99,Approved,A
1716,8,25.99,Approved,C
1716,7,25.99,Approved,C
1716,9,25.99,Approved,C
1427,7,46.99,Approved,A
751,8,11.99,Approved,B
901,7,6.99,Approved,B
901,9,6.99,Approved,B
865,7,7.99,Approved,B
865,9,7.99,Approved,B
865,8,7.99,Approved,B
1291,7,7.99,Approved,A
1291,9,7.99,Approved,A
1291,8,7.99,Approved,A
1410,7,7.99,Approved,B
1410,9,7.99,Approved,B
644,7,21.99,Approved,A
1724,7,17.49,Approved,A
1724,9,17.49,Approved,A
889,7,7.49,Approved,C
889,8,7.49,Approved,C
889,9,7.49,Approved,C
1062,8,79.99,Approved,A
1062,7,79.99,Approved,A
1062,9,79.99,Approved,A
1704,9,29.99,Approved,B
1704,7,29.99,Approved,B
1704,8,29.99,Approved,B
1752,4,5.99,Approved,B
1752,3,5.99,Approved,B
1752,10,6.49,Approved,B
1628,8,41.99,Approved,A
1628,9,41.99,Approved,A
726,9,24.99,Approved,A
851,9,24.49,Approved,C
851,7,24.49,Approved,C
851,8,24.49,Approved,C
1852,9,4.99,Approved,B
1852,8,4.99,Approved,B
1441,9,29.99,Approved,A
1913,7,17.99,Approved,C
1913,8,17.99,Approved,C
1913,9,17.99,Approved,C
1891,7,59.99,Approved,B
1891,9,59.99,Approved,B
1891,8,59.99,Approved,B
1246,7,18.49,Approved,A
1246,9,18.49,Approved,A
1246,8,18.49,Approved,A
1455,7,14.99,Approved,D
1455,8,14.99,Approved,D
1455,9,14.99,Approved,D
174,7,59.99,Approved,A
1854,7,4.99,Approved,B
1854,9,4.99,Approved,B
1854,8,4.99,Approved,B
703,7,8.49,Approved,B
703,9,8.49,Approved,B
1137,8,29.99,Approved,A
1137,7,29.99,Approved,A
1137,9,29.99,Approved,A
1215,7,9.99,Approved,C
536,9,8.29,Approved,B
884,7,12.29,Approved,A
884,8,12.29,Approved,A
884,9,12.29,Approved,A
1452,7,17.49,Approved,A
1452,8,17.49,Approved,A
1452,9,17.49,Approved,A
666,7,27.49,Approved,C
666,9,27.49,Approved,C
1748,7,7.49,Approved,A
1748,9,7.49,Approved,A
1748,8,7.49,Approved,A
333,7,25.99,Approved,A
333,9,25.99,Approved,A
333,8,25.99,Approved,A
413,7,9.29,Approved,A
413,9,9.29,Approved,A
1486,7,12.99,Approved,C
1486,8,12.99,Approved,C
1486,9,12.99,Approved,C
1454,7,17.49,Approved,B
1454,9,17.49,Approved,B
1454,8,17.49,Approved,B
1195,7,12.49,Approved,B
1195,8,12.49,Approved,B
1246,3,15.99,Approved,A
1246,1,15.99,Approved,A
1246,2,15.99,Approved,A
1246,5,18.99,Approved,A
437,3,29.99,Approved,B
437,1,29.99,Approved,B
437,2,29.99,Approved,B
437,10,32.99,Approved,B
1455,4,15.49,Approved,D
1455,2,15.49,Approved,D
1455,3,15.49,Approved,D
174,3,54.99,Approved,A
174,4,54.99,Approved,A
174,1,54.99,Approved,A
174,2,54.99,Approved,A
174,5,54.99,Approved,A
703,3,7.99,Approved,B
703,4,7.99,Approved,B
703,1,7.99,Approved,B
703,2,7.99,Approved,B
703,5,7.99,Approved,B
1137,3,15.99,Approved,A
1137,1,15.99,Approved,A
1137,2,15.99,Approved,A
1137,10,20.99,Approved,A
884,4,10.99,Approved,A
884,3,10.99,Approved,A
884,5,11.79,Approved,A
1452,1,17.99,Approved,A
1452,4,17.99,Approved,A
1452,2,17.99,Approved,A
1452,5,16.49,Approved,A
346,4,11.49,Approved,A
346,2,11.49,Approved,A
346,3,11.49,Approved,A
346,1,11.49,Approved,A
346,5,11.99,Approved,A
344,4,14.99,Approved,B
248,4,8.99,Approved,B
666,3,19.99,Approved,C
666,4,19.99,Approved,C
666,1,19.99,Approved,C
666,2,19.99,Approved,C
666,5,23.99,Approved,C
1748,3,7.49,Approved,A
1748,4,7.49,Approved,A
1748,2,7.49,Approved,A
1748,5,6.99,Approved,A
1927,2,7.49,Approved,C
1927,3,7.49,Approved,C
1927,1,7.49,Approved,C
1927,4,7.49,Approved,C
333,3,20.99,Approved,A
333,1,20.99,Approved,A
333,4,20.99,Approved,A
413,3,8.99,Approved,A
413,1,8.99,Approved,A
413,2,8.99,Approved,A
413,10,9.99,Approved,A
1486,4,11.49,Approved,C
1486,2,11.49,Approved,C
1486,1,11.49,Approved,C
1454,3,17.99,Approved,B
1454,4,17.99,Approved,B
1454,1,17.99,Approved,B
1454,2,17.99,Approved,B
1195,2,12.99,Approved,B
1195,1,12.99,Approved,B
1195,3,12.99,Approved,B
1195,4,12.99,Approved,B
1195,5,13.49,Approved,B
1000,6,11.99,Approved,A
1000,10,12.49,Approved,A
1689,6,37.99,Approved,C
1130,6,13.49,Approved,A
1134,6,13.49,Approved,A
1134,10,13.49,Approved,A
1582,6,14.49,Approved,C
1583,6,14.49,Approved,A
1583,10,11.49,Approved,A
443,6,16.99,Approved,A
443,10,15.99,Approved,A
369,6,7.29,Approved,A
876,5,9.29,Approved,A
1652,6,12.29,Approved,A
1651,6,12.29,Approved,A
207,6,24.49,Approved,B
207,10,25.99,Approved,B
214,6,28.99,Approved,A
926,6,37.99,Approved,A
926,10,39.99,Approved,A
1086,5,12.29,Approved,C
1743,7,6.49,Approved,B
1743,9,6.49,Approved,B
1743,8,6.49,Approved,B
1764,5,8.79,Approved,B
1746,6,6.99,Approved,A
1842,6,18.49,Approved,C
279,6,76.99,Approved,A
548,5,8.99,Approved,C
550,5,7.29,Approved,A
843,6,8.29,Approved,B
848,5,8.49,Approved,B
1007,6,4.99,Approved,D
1009,6,4.99,Approved,B
1104,7,10.99,Approved,D
1104,8,10.99,Approved,D
1104,9,10.99,Approved,D
1365,10,39.99,Approved,D
1368,6,16.99,Approved,D
1368,10,16.99,Approved,D
1882,6,139.99,Approved,C
1882,10,139.99,Approved,C
1228,6,14.29,Approved,C
1111,6,16.99,Approved,A
673,6,21.99,Approved,A
673,10,19.99,Approved,A
1357,6,42.99,Approved,C
1357,10,37.99,Approved,C
896,6,34.99,Approved,D
896,10,25.99,Approved,D
101,10,26.49,Approved,A
494,6,10.99,Approved,C
69,10,44.99,Approved,A
1093,6,14.99,Approved,D
477,6,12.49,Approved,B
1918,6,18.49,Approved,A
1240,6,40.99,Approved,B
1240,10,37.99,Approved,B
1936,6,5.99,Approved,A
1166,6,4.79,Approved,C
1166,9,4.79,Approved,C
1174,6,4.99,Approved,C
1174,10,4.79,Approved,C
1606,6,9.29,Approved,A
1951,6,9.79,Approved,B
272,6,10.79,Approved,C
857,6,32.99,Approved,B
857,10,31.99,Approved,B
1378,6,49.99,Approved,A
1921,5,28.99,Approved,D
1249,6,18.99,Approved,B
1628,5,39.99,Approved,A
1797,6,15.99,Approved,C
579,5,7.49,Approved,A
819,6,14.99,Approved,B
829,6,14.99,Approved,B
525,6,7.49,Approved,C
1154,10,9.99,Approved,A
1180,6,13.49,Approved,B
511,6,8.49,Approved,A
511,10,7.99,Approved,A
751,5,11.99,Approved,B
1291,6,8.29,Approved,A
1291,10,7.99,Approved,A
1410,5,8.79,Approved,B
121,6,6.99,Approved,D
1076,6,22.49,Approved,C
1909,6,15.49,Approved,A
889,5,7.29,Approved,C
1704,6,29.49,Approved,B
1668,6,49.99,Approved,B
1752,6,5.49,Approved,B
766,6,43.99,Approved,C
1718,6,31.99,Approved,B
1718,10,36.99,Approved,B
1921,6,25.49,Approved,D
1921,7,28.99,Approved,D
1249,5,18.99,Approved,B
1628,6,39.99,Approved,A
726,6,26.99,Approved,A
726,10,24.99,Approved,A
851,6,39.99,Approved,C
851,10,22.49,Approved,C
573,6,7.29,Approved,A
183,6,27.49,Approved,A
183,10,34.99,Approved,A
172,5,9.99,Approved,A
1199,6,16.49,Approved,C
1199,10,16.49,Approved,C
1235,6,9.99,Approved,B
1891,5,62.99,Approved,B
174,10,59.99,Approved,A
1854,6,6.29,Approved,B
703,6,8.49,Approved,B
703,10,8.49,Approved,B
1137,6,21.49,Approved,A
346,10,12.49,Approved,A
344,6,19.99,Approved,B
1940,6,5.99,Approved,A
1748,6,6.99,Approved,A
1748,10,7.49,Approved,A
1927,6,10.79,Approved,C
1195,6,13.49,Approved,B
1195,10,12.99,Approved,B
42,6,77.99,Approved,A
42,10,84.99,Approved,A
1108,6,9.99,Approved,A
963,6,17.99,Approved,B
1984,5,4.49,Approved,A
842,6,19.99,Approved,B
1599,6,23.49,Approved,A
1524,6,9.99,Approved,B
100,6,21.49,Approved,B
574,5,11.99,Approved,A
1088,6,14.49,Approved,B
1215,6,8.79,Approved,C
1452,6,16.49,Approved,A
808,6,6.99,Approved,B
1332,5,16.49,Approved,C
1681,6,6.99,Approved,A
1681,10,5.49,Approved,A
826,6,11.99,Approved,B
826,10,12.99,Approved,B
1540,3,37.99,Approved,B
1540,1,37.99,Approved,B
1540,2,37.99,Approved,B
1540,5,37.99,Approved,B
1550,1,7.49,Approved,D
1550,2,7.49,Approved,D
1550,5,7.99,Approved,D
1551,4,15.99,Approved,B
1551,2,15.99,Approved,B
1551,1,15.99,Approved,B
1551,5,14.79,Approved,B
887,1,11.99,Approved,B
887,4,11.99,Approved,B
887,3,11.99,Approved,B
887,2,11.99,Approved,B
887,10,13.99,Approved,B
1242,1,18.99,Approved,A
1242,4,18.99,Approved,A
1242,10,16.99,Approved,A
1327,2,21.99,Approved,B
1327,3,21.99,Approved,B
1327,4,21.99,Approved,B
1327,5,24.99,Approved,B
1324,2,12.99,Approved,B
1328,2,14.99,Approved,A
1328,4,14.99,Approved,A
1253,4,8.99,Approved,A
1253,2,8.99,Approved,A
1253,1,8.99,Approved,A
1253,5,11.99,Approved,A
1650,4,57.99,Approved,B
1650,3,57.99,Approved,B
1650,2,57.99,Approved,B
1650,5,57.99,Approved,B
1080,1,9.99,Approved,B
1080,4,9.99,Approved,B
1080,2,9.99,Approved,B
1080,5,11.29,Approved,B
1701,4,11.99,Approved,C
1701,2,11.99,Approved,C
1701,3,11.99,Approved,C
267,2,6.99,Approved,C
267,3,6.99,Approved,C
267,4,6.99,Approved,C
1571,1,38.99,Approved,C
1571,4,38.99,Approved,C
1571,5,38.99,Approved,C
1572,2,42.99,Approved,B
1572,1,42.99,Approved,B
1572,4,42.99,Approved,B
533,3,7.99,Approved,A
533,2,7.99,Approved,A
120,1,8.99,Approved,D
120,4,8.99,Approved,D
120,2,8.99,Approved,D
120,3,8.99,Approved,D
120,5,9.29,Approved,D
1614,1,17.49,Approved,B
1614,4,17.49,Approved,B
1614,3,17.49,Approved,B
1614,2,17.49,Approved,B
1612,1,64.99,Approved,B
1612,3,64.99,Approved,B
1612,2,64.99,Approved,B
1612,5,52.99,Approved,B
1798,3,5.49,Approved,A
1798,6,6.49,Approved,A
1803,2,8.99,Approved,D
1803,3,8.99,Approved,D
27,5,16.99,Approved,A
49,1,15.29,Approved,C
49,3,15.29,Approved,C
49,2,15.29,Approved,C
49,10,16.99,Approved,C
52,4,15.99,Approved,C
52,3,15.99,Approved,C
52,2,15.99,Approved,C
52,1,15.99,Approved,C
833,2,12.99,Approved,C
833,3,12.99,Approved,C
833,10,12.99,Approved,C
838,4,27.99,Approved,B
838,1,27.99,Approved,B
1017,4,5.49,Approved,A
1017,2,5.49,Approved,A
1019,2,5.49,Approved,B
1019,1,5.49,Approved,B
1019,4,5.49,Approved,B
580,2,10.99,Approved,B
580,4,10.99,Approved,B
980,4,10.99,Approved,A
980,2,10.99,Approved,A
980,5,15.49,Approved,A
981,3,11.99,Approved,A
981,1,11.99,Approved,A
981,2,11.99,Approved,A
1377,4,11.99,Approved,C
1715,1,42.99,Approved,A
1715,3,42.99,Approved,A
1715,4,42.99,Approved,A
1715,5,49.99,Approved,A
1910,1,12.49,Approved,D
1910,10,12.99,Approved,D
294,1,8.49,Approved,B
294,2,8.49,Approved,B
294,3,8.49,Approved,B
294,4,8.49,Approved,B
1251,3,11.79,Approved,D
1251,1,11.79,Approved,D
1251,2,11.79,Approved,D
1251,4,11.79,Approved,D
1776,2,11.99,Approved,A
1776,4,11.99,Approved,A
124,3,12.49,Approved,C
124,1,12.49,Approved,C
124,4,12.49,Approved,C
124,2,12.49,Approved,C
125,2,12.49,Approved,B
125,3,12.49,Approved,B
125,1,12.49,Approved,B
125,4,12.49,Approved,B
251,3,6.49,Approved,A
251,5,7.49,Approved,A
488,4,8.49,Approved,A
250,1,6.49,Approved,B
250,2,6.49,Approved,B
250,5,7.49,Approved,B
1284,4,12.99,Approved,A
1284,3,12.99,Approved,A
513,2,8.99,Approved,A
513,4,8.99,Approved,A
513,3,8.99,Approved,A
513,1,8.99,Approved,A
513,5,7.99,Approved,A
1335,1,15.99,Approved,B
1335,2,15.99,Approved,B
1335,3,15.99,Approved,B
128,4,16.99,Approved,B
128,1,16.99,Approved,B
128,2,16.99,Approved,B
129,4,13.49,Approved,B
129,1,13.49,Approved,B
129,2,13.49,Approved,B
1868,5,6.49,Approved,B
1579,5,7.49,Approved,A
1792,6,199.99,Approved,A
917,5,89.99,Approved,A
918,10,179.99,Approved,C
1181,5,11.79,Approved,A
567,6,10.99,Approved,B
749,10,15.99,Approved,A
720,6,16.99,Approved,A
720,10,13.99,Approved,A
1112,5,17.99,Approved,B
1995,6,14.99,Approved,A
264,6,9.99,Approved,A
339,6,36.49,Approved,A
339,10,36.49,Approved,A
755,6,16.99,Approved,B
755,10,13.99,Approved,B
2000,6,16.49,Approved,B
888,6,11.29,Approved,B
611,6,17.49,Approved,C
1712,10,99.99,Approved,A
961,6,26.49,Approved,B
934,10,16.99,Approved,B
335,6,63.99,Approved,B
335,10,47.99,Approved,B
1217,9,9.99,Approved,A
461,6,11.29,Approved,A
461,10,12.99,Approved,A
684,6,84.99,Approved,A
67,5,99.99,Approved,A
83,6,6.49,Approved,A
83,10,7.99,Approved,A
864,6,9.99,Approved,B
863,6,19.99,Approved,A
1371,6,12.99,Approved,C
1827,6,8.99,Approved,B
1827,10,7.99,Approved,B
651,6,29.99,Approved,D
1421,6,79.99,Approved,A
1421,10,81.99,Approved,A
719,6,14.99,Approved,C
946,6,19.99,Approved,A
946,10,22.99,Approved,A
200,6,6.99,Approved,B
202,6,6.49,Approved,A
202,10,6.99,Approved,A
489,10,21.99,Approved,B
1656,7,6.99,Approved,B
1656,9,6.99,Approved,B
1656,8,6.99,Approved,B
47,6,14.99,Approved,A
47,10,16.99,Approved,A
957,6,8.79,Approved,A
957,10,7.99,Approved,A
90,5,6.49,Approved,B
805,6,5.99,Approved,B
806,6,6.29,Approved,A
806,10,7.29,Approved,A
1986,6,4.49,Approved,B
1986,7,4.49,Approved,B
1986,8,4.49,Approved,B
1986,9,4.49,Approved,B
94,6,39.99,Approved,A
1484,6,6.29,Approved,C
954,6,16.49,Approved,C
966,6,8.99,Approved,B
1962,6,8.99,Approved,A
1962,10,8.49,Approved,A
1734,6,8.99,Approved,C
197,6,11.99,Approved,A
433,6,19.99,Approved,B
433,10,18.99,Approved,B
1349,7,8.99,Approved,A
1349,8,8.99,Approved,A
1349,9,8.99,Approved,A
930,9,109.99,Approved,B
1416,7,76.99,Approved,A
1416,8,76.99,Approved,A
1416,9,76.99,Approved,A
785,7,74.99,Approved,A
785,8,74.99,Approved,A
785,9,74.99,Approved,A
1802,7,11.99,Approved,A
50,8,17.99,Approved,A
50,7,17.99,Approved,A
50,9,17.99,Approved,A
340,7,49.99,Approved,C
340,9,49.99,Approved,C
342,9,39.99,Approved,B
834,7,13.99,Approved,C
834,8,13.99,Approved,C
834,9,13.99,Approved,C
822,8,13.99,Approved,A
822,9,13.99,Approved,A
1075,7,16.99,Approved,A
1075,9,16.99,Approved,A
1078,7,11.99,Approved,C
1078,8,11.99,Approved,C
1078,9,11.99,Approved,C
1070,9,16.99,Approved,A
1566,7,9.99,Approved,A
1566,8,9.99,Approved,A
1566,9,9.99,Approved,A
1565,7,17.49,Approved,B
1565,8,17.49,Approved,B
1565,9,17.49,Approved,B
1871,8,7.29,Approved,C
1871,9,7.29,Approved,C
1579,7,7.99,Approved,A
1579,8,7.99,Approved,A
1579,9,7.99,Approved,A
520,7,8.49,Approved,A
520,9,8.49,Approved,A
535,8,7.29,Approved,B
524,7,99.99,Approved,A
524,8,99.99,Approved,A
524,9,99.99,Approved,A
1060,7,21.99,Approved,A
1060,9,21.99,Approved,A
1060,8,21.99,Approved,A
1791,7,41.99,Approved,B
1791,9,41.99,Approved,B
1791,8,41.99,Approved,B
917,7,109.99,Approved,A
917,9,109.99,Approved,A
917,8,109.99,Approved,A
918,8,169.99,Approved,C
918,7,169.99,Approved,C
918,9,169.99,Approved,C
487,7,23.99,Approved,D
1564,8,14.49,Approved,B
436,7,8.29,Approved,B
436,9,8.29,Approved,B
426,9,8.29,Approved,A
426,8,8.29,Approved,A
510,9,6.49,Approved,D
512,9,7.49,Approved,C
512,8,7.49,Approved,C
512,7,7.49,Approved,C
748,7,33.49,Approved,A
748,8,33.49,Approved,A
748,9,33.49,Approved,A
749,9,19.99,Approved,A
749,8,19.99,Approved,A
749,7,19.99,Approved,A
720,8,14.99,Approved,A
256,9,21.99,Approved,A
1513,7,34.99,Approved,D
1513,9,34.99,Approved,D
1995,7,13.99,Approved,A
1995,8,13.99,Approved,A
264,7,8.49,Approved,A
264,9,8.49,Approved,A
264,8,8.49,Approved,A
273,7,8.99,Approved,C
273,8,8.99,Approved,C
273,9,8.99,Approved,C
339,7,35.99,Approved,A
339,9,35.99,Approved,A
755,7,12.99,Approved,B
1639,8,35.99,Approved,D
1998,7,69.99,Approved,A
1998,8,69.99,Approved,A
1998,9,69.99,Approved,A
2000,7,15.99,Approved,B
485,7,9.99,Approved,A
485,9,9.99,Approved,A
485,8,9.99,Approved,A
888,8,13.99,Approved,B
92,8,21.99,Approved,A
92,7,21.99,Approved,A
92,9,21.99,Approved,A
1873,8,8.29,Approved,C
1336,7,7.49,Approved,A
1336,9,7.49,Approved,A
1336,8,7.49,Approved,A
867,7,12.49,Approved,D
867,8,12.49,Approved,D
867,9,12.49,Approved,D
863,9,19.99,Approved,A
863,8,19.99,Approved,A
1627,7,24.99,Approved,A
1627,9,24.99,Approved,A
1371,7,9.99,Approved,C
1371,9,9.99,Approved,C
1371,8,9.99,Approved,C
43,7,17.49,Approved,A
43,8,17.49,Approved,A
1781,9,8.49,Approved,A
1781,7,8.49,Approved,A
1781,8,8.49,Approved,A
1345,9,9.99,Approved,B
